id,text,author
id18367,"And thereafter the ocean told me its secrets no more; and though many times since has the moon shone full and high in the heavens, the White Ship from the South came never again.",HPL
id04197,Their tickings came sonorously to my ears.,EAP
id05688,"And yet I am happy; mothers lament their children, wives lose their husbands, while you and my children are left to me.",MWS
id12832,"It was not allied to the European witch cult, and was virtually unknown beyond its members.",HPL
id07402,The tension on our part became very great.,HPL
id15399,"Let us live for each other and for happiness; let us seek peace in our dear home, near the inland murmur of streams, and the gracious waving of trees, the beauteous vesture of earth, and sublime pageantry of the skies.",MWS
id03575,Brevet Brigadier General John A. B. C. Smith was the man was the man that was used up.,EAP
id03393,"He paused, looking on me with wonder, and again turning towards the lifeless form of his creator, he seemed to forget my presence, and every feature and gesture seemed instigated by the wildest rage of some uncontrollable passion.",MWS
id23031,"We had now been about ten minutes upon the top of Helseggen, to which we had ascended from the interior of Lofoden, so that we had caught no glimpse of the sea until it had burst upon us from the summit.",EAP
id02087,"That was a nice bit of flummery, and went down the throats of the people delightfully.",EAP
id13103,The surface I uncovered was fishy and glassy a kind of semi putrid congealed jelly with suggestions of translucency.,HPL
id19480,"As he threw it open, a flash of red light, streaming far into the chamber, flung his shadow with a clear outline against the quivering tapestry, and he shuddered to perceive that shadow as he staggered awhile upon the threshold assuming the exact position, and precisely filling up the contour, of the relentless and triumphant murderer of the Saracen Berlifitzing.",EAP
id24004,"""In respect to the insinuations levelled at Beauvais, you will be willing to dismiss them in a breath.",EAP
id17706,This professor was very unlike his colleague.,MWS
id10077,"He would return a purse, I am sure, upon discovering that he had obtained it by an unoriginal diddle.",EAP
id08172,"""Having attained the altitude before mentioned, that is to say three miles and three quarters, I threw out from the car a quantity of feathers, and found that I still ascended with sufficient rapidity; there was, therefore, no necessity for discharging any ballast.",EAP
id26240,"But he could not play to another his weird harmonies, and could not bear hearing them from another; nor could he bear having anything in his room touched by another.",HPL
id17284,"At the end of this period, however, the gale had freshened into a hurricane, and our after sail split into ribbons, bringing us so much in the trough of the water that we shipped several prodigious seas, one immediately after the other.",EAP
id20983,"On comparing the intervals between the successive arrivals of Encke's comet at its perihelion, after giving credit, in the most exact manner, for all the disturbances due to the attractions of the planets, it appears that the periods are gradually diminishing; that is to say, the major axis of the comet's ellipse is growing shorter, in a slow but perfectly regular decrease.",EAP
id19263,To the right to the left far and wide with the shriek of a damned spirit; to my heart with the stealthy pace of the tiger I alternately laughed and howled as the one or the other idea grew predominant.,EAP
id04207,"Burke has said that, 'in all bodies those who would lead, must also, in a considerable degree, follow.'",MWS
id22162,"The better sort of houses were shut up; the busy trade of the town palsied; there was an air of anxiety among the few passengers I met, and they looked wonderingly at my carriage the first they had seen pass towards London, since pestilence sat on its high places, and possessed its busy streets.",MWS
id11972,Pompey held it up out of the dirt with both hands.,EAP
id24132,The whole face of the southern declivity was covered with wild shrubbery alone an occasional silver willow or white poplar excepted.,EAP
id21196,never heerd o' my pa no more. . .,HPL
id23839,"A furious delirium possessed all men; and, with arms rigidly outstretched towards the threatening heavens, they trembled and shrieked aloud.",EAP
id15848,"""The Montresors,"" I replied, ""were a great and numerous family.""",EAP
id21366,There was a rope about the animal's neck.,EAP
id21691,"No, all must be changed.",MWS
id08980,"""By the time I had fully completed these arrangements and filled the chamber as explained, it wanted only ten minutes of nine o'clock.",EAP
id22065,Erringly and strangely she began the task of self examination with self condemnation.,MWS
id23430,"No office, no devotion, no watching was irksome to her, as it regarded him.",MWS
id15972,"The hideous occurrence itself was very simple, notable only for what it implied.",HPL
id16377,"Will you tell him that he must excuse me to day, for I am not well.",MWS
id19650,I was nearly unnerved at my proximity to a nameless thing at the bottom of a pit.,HPL
id23195,"The first part of this deposition did not in the least interest me, but when the mark of the fingers was mentioned I remembered the murder of my brother and felt myself extremely agitated; my limbs trembled, and a mist came over my eyes, which obliged me to lean on a chair for support.",MWS
id05352,"It sounded so unnatural slopping like, he said that he didn't dare undress and go to sleep.",HPL
id22773,But in the detail which he gave you of them he could not sum up the hours and months of misery which I endured wasting in impotent passions.,MWS
